vector;neuron;step;score
[4.911452,3.907076,2.056100,1.337679];35;7;0
[5.068147,2.624581,5.462521,1.775885];36;7;0
[6.629275,4.261983,4.742408,1.897130];37;7;0
[4.636530,2.323766,4.069239,0.287757];38;7;0
[4.551663,2.491172,3.722381,2.067225];39;7;0
[6.363947,3.813394,1.306439,0.478737];40;7;1
[7.899977,2.490389,6.250738,0.401124];41;7;0
[7.892076,2.129738,6.136185,0.273589];42;7;0
[4.407715,4.135794,4.476516,0.579354];43;7;0
[5.143682,2.931317,5.752480,1.858628];44;7;0
[5.704347,2.987337,4.107677,1.289756];45;7;23
[6.517790,2.420996,4.110609,1.749589];46;7;1
[5.422755,4.291724,4.382729,2.151384];47;7;0
[6.992113,3.509384,1.208983,1.894727];48;7;0
[7.299659,4.220904,6.152301,2.094490];49;7;0
[7.825963,3.785147,6.329861,2.460630];50;7;6
[6.700769,3.193420,1.967411,2.092028];51;7;0
[7.500216,2.184787,4.833271,0.695306];52;7;0
[6.535876,2.564707,5.088075,0.878978];53;7;1
[5.536249,2.606919,1.823770,1.572194];54;7;0
[5.302322,3.384659,4.024172,2.123828];55;7;0
[5.386721,3.250582,5.067642,0.508981];56;7;0
[5.991027,3.400169,6.465384,1.187160];57;7;0
[5.510864,4.034443,3.563628,0.107756];58;7;0
[5.541795,3.436355,5.916135,0.661340];59;7;0
[7.280859,2.954315,5.595057,2.009605];0;8;12
[7.270700,2.611459,3.394477,1.933035];1;8;0
[5.842659,3.188029,4.747667,1.784637];2;8;13
[6.229652,3.010389,5.714649,1.963741];3;8;18
[6.379840,3.547079,2.875762,1.601721];4;8;0
[4.747946,3.024875,1.939156,1.421552];5;8;1
[5.323146,3.736827,1.782771,0.426663];6;8;48
[6.829170,2.961240,3.366209,1.440561];7;8;0
[6.535804,2.869729,4.567142,1.291769];8;8;19
[6.153652,4.124155,3.000839,1.855701];9;8;0
[6.189980,3.834016,3.391947,2.230320];10;8;0
[5.403221,2.882398,5.693967,2.260628];11;8;1
[4.973992,3.967232,4.427457,0.756274];12;8;0
[5.394594,3.430850,6.032290,1.301074];13;8;0
[4.840433,2.313892,3.889950,0.549241];14;8;3
[5.200928,4.153912,5.331203,1.772867];15;8;0
[5.260014,3.439407,2.690726,1.346145];16;8;1
[5.989098,3.568342,3.698087,0.319697];17;8;0
[5.944140,4.011769,5.960531,1.676253];18;8;0
[5.421511,3.705465,4.762366,0.976623];19;8;0
[6.768915,2.405095,3.606760,2.208706];20;8;0
[7.239551,2.806449,2.459797,2.233078];21;8;0
[5.602107,3.611592,6.552518,1.547412];22;8;0
[6.615475,3.967063,3.755791,2.279756];23;8;0
[5.748661,3.866107,4.943792,2.190138];24;8;0
[5.976739,2.621343,6.148948,2.130993];25;8;0
[4.915762,4.020789,4.485295,1.080036];26;8;0
[6.438471,2.745345,5.352957,0.828382];27;8;0
[5.912535,2.581780,2.174055,0.770659];28;8;0
[6.309510,2.997485,2.055965,2.255564];29;8;0
[4.671416,2.302581,3.923120,1.925141];30;8;1
[7.845106,4.244010,5.038226,1.019652];31;8;0
[6.999175,2.884793,2.735546,0.657428];32;8;0
[6.380724,2.599825,1.989642,1.833709];33;8;0
[4.912480,3.756554,2.276031,1.801283];34;8;0
[4.911452,3.907076,2.056100,1.337679];35;8;0
[5.068147,2.624581,5.462521,1.775885];36;8;0
[6.629275,4.261983,4.742408,1.897130];37;8;0
[4.636530,2.323766,4.069239,0.287757];38;8;0
[4.551663,2.491172,3.722381,2.067225];39;8;0
[6.363947,3.813394,1.306439,0.478737];40;8;1
[7.899977,2.490389,6.250738,0.401124];41;8;0
[7.892076,2.129738,6.136185,0.273589];42;8;0
[4.407715,4.135794,4.476516,0.579354];43;8;0
[5.143682,2.931317,5.752480,1.858628];44;8;0
[5.704347,2.987337,4.107677,1.289756];45;8;23
[6.517790,2.420996,4.110609,1.749589];46;8;2
[5.422755,4.291724,4.382729,2.151384];47;8;0
[6.992113,3.509384,1.208983,1.894727];48;8;0
[7.299659,4.220904,6.152301,2.094490];49;8;0
[7.825963,3.785147,6.329861,2.460630];50;8;6
[6.700769,3.193420,1.967411,2.092028];51;8;0
[7.500216,2.184787,4.833271,0.695306];52;8;0
[6.535876,2.564707,5.088075,0.878978];53;8;1
[5.536249,2.606919,1.823770,1.572194];54;8;0
[5.302322,3.384659,4.024172,2.123828];55;8;0
[5.386721,3.250582,5.067642,0.508981];56;8;0
[5.991027,3.400169,6.465384,1.187160];57;8;0
[5.510864,4.034443,3.563628,0.107756];58;8;0
[5.541795,3.436355,5.916135,0.661340];59;8;0
[7.280859,2.954315,5.595057,2.009605];0;9;12
[7.270700,2.611459,3.394477,1.933035];1;9;0
[5.842659,3.188029,4.747667,1.784637];2;9;14
[6.229652,3.010389,5.714649,1.963741];3;9;18
[6.379840,3.547079,2.875762,1.601721];4;9;0
[4.747946,3.024875,1.939156,1.421552];5;9;1
[5.350114,3.711090,1.860191,0.453524];6;9;48
[6.736853,2.952255,3.503222,1.419937];7;9;0
[6.300741,2.890919,4.380143,1.297531];8;9;19
[6.160453,3.944537,3.191463,1.774164];9;9;0
[6.189980,3.834016,3.391947,2.230320];10;9;0
[5.403221,2.882398,5.693967,2.260628];11;9;1
[4.973992,3.967232,4.427457,0.756274];12;9;0
[5.394594,3.430850,6.032290,1.301074];13;9;0
[4.840433,2.313892,3.889950,0.549241];14;9;3
[5.200928,4.153912,5.331203,1.772867];15;9;0
[5.280006,3.427935,2.724953,1.345163];16;9;1
[6.005298,3.517005,3.744322,0.394997];17;9;0
[5.981682,3.848641,5.716884,1.621046];18;9;0
[5.481309,3.643595,4.726850,1.001463];19;9;0
[6.768915,2.405095,3.606760,2.208706];20;9;0
[7.239551,2.806449,2.459797,2.233078];21;9;0
[5.602107,3.611592,6.552518,1.547412];22;9;0
[6.615475,3.967063,3.755791,2.279756];23;9;0
[5.748661,3.866107,4.943792,2.190138];24;9;0
[5.976739,2.621343,6.148948,2.130993];25;9;0
[4.926587,4.011342,4.483734,1.081890];26;9;0
[6.433399,2.748634,5.330563,0.838413];27;9;0
[5.921377,2.591567,2.239441,0.786940];28;9;0
[6.307181,2.995411,2.103692,2.235241];29;9;0
[4.671416,2.302581,3.923120,1.925141];30;9;1
[7.845106,4.244010,5.038226,1.019652];31;9;0
[6.999175,2.884793,2.735546,0.657428];32;9;0
[6.380724,2.599825,1.989642,1.833709];33;9;0
[4.912480,3.756554,2.276031,1.801283];34;9;0
[4.911452,3.907076,2.056100,1.337679];35;9;0
[5.068147,2.624581,5.462521,1.775885];36;9;0
[6.629275,4.261983,4.742408,1.897130];37;9;0
[4.636530,2.323766,4.069239,0.287757];38;9;0
[4.551663,2.491172,3.722381,2.067225];39;9;0
[6.363947,3.813394,1.306439,0.478737];40;9;1
[7.899977,2.490389,6.250738,0.401124];41;9;0
[7.892076,2.129738,6.136185,0.273589];42;9;0
[4.407715,4.135794,4.476516,0.579354];43;9;0
[5.143682,2.931317,5.752480,1.858628];44;9;0
[5.704347,2.987337,4.107677,1.289756];45;9;21
[6.517790,2.420996,4.110609,1.749589];46;9;2
[5.422755,4.291724,4.382729,2.151384];47;9;0
[6.992113,3.509384,1.208983,1.894727];48;9;0
[7.299659,4.220904,6.152301,2.094490];49;9;0
[7.825963,3.785147,6.329861,2.460630];50;9;6
[6.700769,3.193420,1.967411,2.092028];51;9;0
[7.500216,2.184787,4.833271,0.695306];52;9;0
[6.535876,2.564707,5.088075,0.878978];53;9;2
[5.536249,2.606919,1.823770,1.572194];54;9;0
[5.302322,3.384659,4.024172,2.123828];55;9;0
[5.386721,3.250582,5.067642,0.508981];56;9;0
[5.991027,3.400169,6.465384,1.187160];57;9;0
[5.510864,4.034443,3.563628,0.107756];58;9;0
[5.541795,3.436355,5.916135,0.661340];59;9;0
[7.280859,2.954315,5.595057,2.009605];0;10;15
[7.270700,2.611459,3.394477,1.933035];1;10;0
[5.824737,3.169142,4.716878,1.767949];2;10;11
[6.135199,2.955822,5.529173,1.889714];3;10;21
[6.177379,3.364097,2.938009,1.513432];4;10;0
[4.767307,2.969195,2.043686,1.389171];5;10;1
[5.342668,3.681078,1.890813,0.465146];6;10;48
[6.736853,2.952255,3.503222,1.419937];7;10;0
[6.300741,2.890919,4.380143,1.297531];8;10;18
[6.160453,3.944537,3.191463,1.774164];9;10;0
[6.189980,3.834016,3.391947,2.230320];10;10;0
[5.403221,2.882398,5.693967,2.260628];11;10;1
[4.974792,3.915955,4.392781,0.763770];12;10;0
[5.336696,3.264923,5.631386,1.256898];13;10;0
[4.952130,2.304168,3.476985,0.864772];14;10;6
[5.171446,3.881891,5.033169,1.659466];15;10;0
[5.271394,3.393244,2.742639,1.334547];16;10;0
[6.005298,3.517005,3.744322,0.394997];17;10;0
[5.981682,3.848641,5.716884,1.621046];18;10;0
[5.481309,3.643595,4.726850,1.001463];19;10;0
[6.768915,2.405095,3.606760,2.208706];20;10;0
[7.239551,2.806449,2.459797,2.233078];21;10;0
[5.589301,3.583696,6.483342,1.535769];22;10;0
[6.491386,3.839011,3.720781,2.181455];23;10;0
[5.638812,3.636316,4.702602,2.015511];24;10;0
[5.901713,2.596659,5.930112,2.044118];25;10;0
[4.928148,3.974945,4.458557,1.080149];26;10;0
[6.433399,2.748634,5.330563,0.838413];27;10;0
[5.921377,2.591567,2.239441,0.786940];28;10;0
[6.307181,2.995411,2.103692,2.235241];29;10;0
[4.671416,2.302581,3.923120,1.925141];30;10;1
[7.845106,4.244010,5.038226,1.019652];31;10;0
[6.982324,2.879863,2.740304,0.660315];32;10;0
[6.351358,2.593449,2.017511,1.815977];33;10;0
[4.915172,3.711756,2.307524,1.776639];34;10;0
[4.913335,3.872896,2.082556,1.330497];35;10;0
[5.067572,2.621845,5.444294,1.769345];36;10;0
[6.629275,4.261983,4.742408,1.897130];37;10;0
[4.636530,2.323766,4.069239,0.287757];38;10;0
[4.551663,2.491172,3.722381,2.067225];39;10;0
[6.363947,3.813394,1.306439,0.478737];40;10;1
[7.899977,2.490389,6.250738,0.401124];41;10;0
[7.892076,2.129738,6.136185,0.273589];42;10;0
[4.407715,4.135794,4.476516,0.579354];43;10;0
[5.143682,2.931317,5.752480,1.858628];44;10;0
[5.704347,2.987337,4.107677,1.289756];45;10;18
[6.517790,2.420996,4.110609,1.749589];46;10;2
[5.422755,4.291724,4.382729,2.151384];47;10;0
[6.992113,3.509384,1.208983,1.894727];48;10;0
[7.299659,4.220904,6.152301,2.094490];49;10;0
[7.825963,3.785147,6.329861,2.460630];50;10;6
[6.700769,3.193420,1.967411,2.092028];51;10;0
[7.500216,2.184787,4.833271,0.695306];52;10;0
[6.535876,2.564707,5.088075,0.878978];53;10;1
[5.536249,2.606919,1.823770,1.572194];54;10;0
[5.302322,3.384659,4.024172,2.123828];55;10;0
[5.386721,3.250582,5.067642,0.508981];56;10;0
[5.991027,3.400169,6.465384,1.187160];57;10;0
[5.510864,4.034443,3.563628,0.107756];58;10;0
[5.541795,3.436355,5.916135,0.661340];59;10;0
[7.280859,2.954315,5.595057,2.009605];0;11;15
[7.270700,2.611459,3.394477,1.933035];1;11;0
[5.824737,3.169142,4.716878,1.767949];2;11;11
[6.135199,2.955822,5.529173,1.889714];3;11;21
[6.177379,3.364097,2.938009,1.513432];4;11;0
[4.767307,2.969195,2.043686,1.389171];5;11;1
[5.342668,3.681078,1.890813,0.465146];6;11;48
[6.736853,2.952255,3.503222,1.419937];7;11;0
[6.300741,2.890919,4.380143,1.297531];8;11;15
[6.160453,3.944537,3.191463,1.774164];9;11;0
[6.189980,3.834016,3.391947,2.230320];10;11;0
[5.403221,2.882398,5.693967,2.260628];11;11;1
[4.974792,3.915955,4.392781,0.763770];12;11;0
[5.336696,3.264923,5.631386,1.256898];13;11;0
[4.952130,2.304168,3.476985,0.864772];14;11;6
[5.171446,3.881891,5.033169,1.659466];15;11;0
[5.271394,3.393244,2.742639,1.334547];16;11;0
[6.005298,3.517005,3.744322,0.394997];17;11;0
[5.981682,3.848641,5.716884,1.621046];18;11;0
[5.481309,3.643595,4.726850,1.001463];19;11;0
[6.768915,2.405095,3.606760,2.208706];20;11;0
[7.239551,2.806449,2.459797,2.233078];21;11;0
[5.589301,3.583696,6.483342,1.535769];22;11;0
[6.491386,3.839011,3.720781,2.181455];23;11;0
[5.644385,3.625052,4.700051,2.009480];24;11;0
[5.910184,2.590350,5.897569,2.028292];25;11;0
[4.970341,3.923430,4.456756,1.086911];26;11;0
[6.430562,2.739092,5.310771,0.848230];27;11;0
[5.924568,2.589110,2.257652,0.791264];28;11;0
[6.307181,2.995411,2.103692,2.235241];29;11;0
[4.671416,2.302581,3.923120,1.925141];30;11;1
[7.845106,4.244010,5.038226,1.019652];31;11;0
[6.982324,2.879863,2.740304,0.660315];32;11;0
[6.351358,2.593449,2.017511,1.815977];33;11;0
[4.944625,3.681731,2.352028,1.766502];34;11;0
[5.019849,3.752077,2.260565,1.328155];35;11;0
[5.248404,2.574621,5.291067,1.700479];36;11;1
[6.603982,4.111277,4.716107,1.851262];37;11;0
[4.671909,2.323260,4.076274,0.309286];38;11;0
[4.551663,2.491172,3.722381,2.067225];39;11;0
[6.363947,3.813394,1.306439,0.478737];40;11;1
[7.899977,2.490389,6.250738,0.401124];41;11;0
[7.892076,2.129738,6.136185,0.273589];42;11;0
[4.407715,4.135794,4.476516,0.579354];43;11;0
[5.179246,2.911900,5.710883,1.841446];44;11;0
[5.791746,2.886485,4.150569,1.291259];45;11;18
[6.365337,2.336299,4.313183,1.434877];46;11;5
[5.551472,3.999482,4.385263,2.026462];47;11;0
[6.970827,3.472188,1.307126,1.876436];48;11;0
[7.299659,4.220904,6.152301,2.094490];49;11;0
[7.825963,3.785147,6.329861,2.460630];50;11;6
[6.700769,3.193420,1.967411,2.092028];51;11;0
[7.500216,2.184787,4.833271,0.695306];52;11;0
[6.535876,2.564707,5.088075,0.878978];53;11;0
[5.552493,2.600392,1.878562,1.566405];54;11;0
[5.378956,3.301344,4.053041,2.060547];55;11;0
[5.520725,3.111105,4.969680,0.625046];56;11;0
[6.014760,3.315662,6.306736,1.195827];57;11;0
[5.527648,3.997554,3.581417,0.133113];58;11;0
[5.541795,3.436355,5.916135,0.661340];59;11;0
[7.280859,2.954315,5.595057,2.009605];0;12;15
[7.270700,2.611459,3.394477,1.933035];1;12;0
[5.824737,3.169142,4.716878,1.767949];2;12;11
[6.135199,2.955822,5.529173,1.889714];3;12;21
[6.128865,3.359050,2.890706,1.473036];4;12;0
[4.742758,3.003061,1.949239,1.214687];5;12;0
[4.822800,3.344323,1.547244,0.279544];6;12;46
[6.423317,2.988606,3.194621,1.240938];7;12;0
[6.248434,2.900425,4.288486,1.263775];8;12;14
[6.160453,3.944537,3.191463,1.774164];9;12;0
[6.189980,3.834016,3.391947,2.230320];10;12;0
[5.403221,2.882398,5.693967,2.260628];11;12;1
[4.974792,3.915955,4.392781,0.763770];12;12;0
[5.336696,3.264923,5.631386,1.256898];13;12;0
[4.944641,2.323221,3.432811,0.850634];14;12;5
[5.127552,3.829513,4.754095,1.547360];15;12;0
[5.172882,3.364890,2.545636,1.168078];16;12;0
[5.897353,3.492655,3.564248,0.380019];17;12;0
[5.952295,3.834846,5.625071,1.590823];18;12;0
[5.481309,3.643595,4.726850,1.001463];19;12;0
[6.768915,2.405095,3.606760,2.208706];20;12;0
[7.239551,2.806449,2.459797,2.233078];21;12;0
[5.589301,3.583696,6.483342,1.535769];22;12;0
[6.491386,3.839011,3.720781,2.181455];23;12;0
[5.635582,3.621469,4.672236,1.994229];24;12;0
[5.882319,2.603316,5.801913,1.989407];25;12;0
[4.958950,3.901181,4.362743,1.059633];26;12;0
[6.391629,2.748895,5.227595,0.834443];27;12;0
[5.913403,2.594259,2.250423,0.786280];28;12;0
[6.307181,2.995411,2.103692,2.235241];29;12;0
[4.671416,2.302581,3.923120,1.925141];30;12;1
[7.845106,4.244010,5.038226,1.019652];31;12;0
[6.982324,2.879863,2.740304,0.660315];32;12;0
[6.351358,2.593449,2.017511,1.815977];33;12;0
[4.944625,3.681731,2.352028,1.766502];34;12;0
[5.019849,3.752077,2.260565,1.328155];35;12;0
[5.248404,2.574621,5.291067,1.700479];36;12;1
[6.603982,4.111277,4.716107,1.851262];37;12;0
[4.671909,2.323260,4.076274,0.309286];38;12;0
[4.551663,2.491172,3.722381,2.067225];39;12;0
[6.363947,3.813394,1.306439,0.478737];40;12;4
[7.899977,2.490389,6.250738,0.401124];41;12;0
[7.892076,2.129738,6.136185,0.273589];42;12;0
[4.407715,4.135794,4.476516,0.579354];43;12;0
[5.179246,2.911900,5.710883,1.841446];44;12;0
[5.791746,2.886485,4.150569,1.291259];45;12;18
[6.365337,2.336299,4.313183,1.434877];46;12;5
[5.551472,3.999482,4.385263,2.026462];47;12;0
[6.970827,3.472188,1.307126,1.876436];48;12;0
[7.299659,4.220904,6.152301,2.094490];49;12;0
[7.825963,3.785147,6.329861,2.460630];50;12;6
[6.700769,3.193420,1.967411,2.092028];51;12;0
[7.500216,2.184787,4.833271,0.695306];52;12;0
[6.535876,2.564707,5.088075,0.878978];53;12;2
[5.552493,2.600392,1.878562,1.566405];54;12;0
[5.378956,3.301344,4.053041,2.060547];55;12;0
[5.520725,3.111105,4.969680,0.625046];56;12;0
[6.014760,3.315662,6.306736,1.195827];57;12;0
[5.527648,3.997554,3.581417,0.133113];58;12;0
[5.541795,3.436355,5.916135,0.661340];59;12;0
[7.280859,2.954315,5.595057,2.009605];0;13;15
[7.270700,2.611459,3.394477,1.933035];1;13;0
[5.824737,3.169142,4.716878,1.767949];2;13;12
[6.135199,2.955822,5.529173,1.889714];3;13;21
[6.094146,3.348008,2.851010,1.433883];4;13;0
[4.780503,3.002612,1.897996,1.065804];5;13;0
[4.946840,3.103297,1.584173,0.223863];6;13;45
[6.214477,2.990278,2.960645,1.088203];7;13;0
[6.210037,2.903487,4.205799,1.231058];8;13;12
[6.160453,3.944537,3.191463,1.774164];9;13;0
[6.189980,3.834016,3.391947,2.230320];10;13;0
[5.403221,2.882398,5.693967,2.260628];11;13;1
[4.974792,3.915955,4.392781,0.763770];12;13;0
[5.336696,3.264923,5.631386,1.256898];13;13;0
[4.945818,2.337615,3.393830,0.836796];14;13;5
[5.117754,3.765796,4.511820,1.443866];15;13;0
[5.147515,3.311350,2.406885,1.026034];16;13;0
[5.828425,3.454812,3.413368,0.366191];17;13;0
[5.932042,3.817090,5.539464,1.561242];18;13;0
[5.481309,3.643595,4.726850,1.001463];19;13;0
[6.768915,2.405095,3.606760,2.208706];20;13;0
[7.239551,2.806449,2.459797,2.233078];21;13;0
[5.589301,3.583696,6.483342,1.535769];22;13;0
[6.491386,3.839011,3.720781,2.181455];23;13;0
[5.630224,3.616231,4.646340,1.979105];24;13;0
[5.863553,2.611753,5.712545,1.951349];25;13;0
[4.960213,3.873464,4.277773,1.033194];26;13;0
[6.362031,2.754236,5.150442,0.820950];27;13;0
[5.905704,2.597679,2.244940,0.781339];28;13;0
[6.307181,2.995411,2.103692,2.235241];29;13;0
[4.671416,2.302581,3.923120,1.925141];30;13;1
[7.845106,4.244010,5.038226,1.019652];31;13;0
[6.982324,2.879863,2.740304,0.660315];32;13;0
[6.351358,2.593449,2.017511,1.815977];33;13;0
[4.944625,3.681731,2.352028,1.766502];34;13;0
[5.019849,3.752077,2.260565,1.328155];35;13;0
[5.248404,2.574621,5.291067,1.700479];36;13;1
[6.603982,4.111277,4.716107,1.851262];37;13;0
[4.671909,2.323260,4.076274,0.309286];38;13;0
[4.551663,2.491172,3.722381,2.067225];39;13;0
[6.363947,3.813394,1.306439,0.478737];40;13;5
[7.899977,2.490389,6.250738,0.401124];41;13;0
[7.892076,2.129738,6.136185,0.273589];42;13;0
[4.407715,4.135794,4.476516,0.579354];43;13;0
[5.179246,2.911900,5.710883,1.841446];44;13;0
[5.791746,2.886485,4.150569,1.291259];45;13;18
[6.365337,2.336299,4.313183,1.434877];46;13;6
[5.551472,3.999482,4.385263,2.026462];47;13;0
[6.970827,3.472188,1.307126,1.876436];48;13;0
[7.299659,4.220904,6.152301,2.094490];49;13;0
[7.825963,3.785147,6.329861,2.460630];50;13;6
[6.700769,3.193420,1.967411,2.092028];51;13;0
[7.500216,2.184787,4.833271,0.695306];52;13;0
[6.535876,2.564707,5.088075,0.878978];53;13;2
[5.552493,2.600392,1.878562,1.566405];54;13;0
[5.378956,3.301344,4.053041,2.060547];55;13;0
[5.520725,3.111105,4.969680,0.625046];56;13;0
[6.014760,3.315662,6.306736,1.195827];57;13;0
[5.527648,3.997554,3.581417,0.133113];58;13;0
[5.541795,3.436355,5.916135,0.661340];59;13;0
[7.280859,2.954315,5.595057,2.009605];0;14;15
[7.270700,2.611459,3.394477,1.933035];1;14;0
[5.824737,3.169142,4.716878,1.767949];2;14;12
[6.135199,2.955822,5.529173,1.889714];3;14;18
[6.094146,3.348008,2.851010,1.433883];4;14;0
[4.780503,3.002612,1.897996,1.065804];5;14;0
[4.946840,3.103297,1.584173,0.223863];6;14;45
[6.214477,2.990278,2.960645,1.088203];7;14;0
[6.210037,2.903487,4.205799,1.231058];8;14;14
[6.160453,3.944537,3.191463,1.774164];9;14;0
[6.189980,3.834016,3.391947,2.230320];10;14;0
[5.403221,2.882398,5.693967,2.260628];11;14;1
[4.974792,3.915955,4.392781,0.763770];12;14;0
[5.336696,3.264923,5.631386,1.256898];13;14;0
[4.945818,2.337615,3.393830,0.836796];14;14;4
[5.117754,3.765796,4.511820,1.443866];15;14;0
[5.147515,3.311350,2.406885,1.026034];16;14;0
[5.828425,3.454812,3.413368,0.366191];17;14;0
[5.932042,3.817090,5.539464,1.561242];18;14;0
[5.481309,3.643595,4.726850,1.001463];19;14;0
[6.768915,2.405095,3.606760,2.208706];20;14;0
[7.239551,2.806449,2.459797,2.233078];21;14;0
[5.589301,3.583696,6.483342,1.535769];22;14;0
[6.485558,3.829411,3.722291,2.173182];23;14;0
[5.633835,3.596744,4.630467,1.962535];24;14;0
[5.861598,2.614467,5.656798,1.928241];25;14;3
[4.978074,3.848506,4.269738,1.036742];26;14;0
[6.357294,2.753779,5.139902,0.824145];27;14;0
[5.905704,2.597679,2.244940,0.781339];28;14;0
[6.307181,2.995411,2.103692,2.235241];29;14;0
[4.671416,2.302581,3.923120,1.925141];30;14;1
[7.845106,4.244010,5.038226,1.019652];31;14;0
[6.982324,2.879863,2.740304,0.660315];32;14;0
[6.339632,2.595715,2.057549,1.802876];33;14;0
[5.010329,3.606321,2.470932,1.722987];34;14;0
[5.134319,3.597708,2.501116,1.309351];35;14;0
[5.290774,2.584252,5.184215,1.662036];36;14;1
[6.586883,4.081262,4.698749,1.837411];37;14;0
[4.671909,2.323260,4.076274,0.309286];38;14;0
[4.551663,2.491172,3.722381,2.067225];39;14;0
[6.363947,3.813394,1.306439,0.478737];40;14;5
[7.899977,2.490389,6.250738,0.401124];41;14;0
[7.892076,2.129738,6.136185,0.273589];42;14;0
[4.450536,4.091635,4.458785,0.598442];43;14;0
[5.270328,2.880809,5.445176,1.747328];44;14;0
[5.797524,2.755946,3.975171,1.227378];45;14;18
[6.282386,2.389664,4.252557,1.400414];46;14;5
[5.559115,3.959516,4.370338,2.001044];47;14;0
[6.970827,3.472188,1.307126,1.876436];48;14;0
[7.299659,4.220904,6.152301,2.094490];49;14;0
[7.825963,3.785147,6.329861,2.460630];50;14;6
[6.700769,3.193420,1.967411,2.092028];51;14;0
[7.500216,2.184787,4.833271,0.695306];52;14;0
[6.520225,2.567584,5.062807,0.885806];53;14;2
[5.571505,2.608043,2.033835,1.538260];54;14;0
[5.440735,3.213110,4.030585,1.934281];55;14;0
[5.542177,3.079527,4.887515,0.669210];56;14;0
[6.010192,3.302568,6.255549,1.195916];57;14;0
[5.527648,3.997554,3.581417,0.133113];58;14;0
[5.541795,3.436355,5.916135,0.661340];59;14;0
[7.223011,2.955720,5.561377,1.993932];0;15;17
[6.996216,2.668469,3.556688,1.869497];1;15;0
[5.527421,3.050743,4.565063,1.580385];2;15;5
[6.027325,2.962304,5.378164,1.832532];3;15;23
[6.072797,3.337304,2.901726,1.435916];4;15;0
[4.780503,3.002612,1.897996,1.065804];5;15;0
[4.946840,3.103297,1.584173,0.223863];6;15;45
[6.214477,2.990278,2.960645,1.088203];7;15;0
[6.210037,2.903487,4.205799,1.231058];8;15;16
[6.160453,3.944537,3.191463,1.774164];9;15;0
[6.173179,3.816277,3.415513,2.214787];10;15;0
[5.402973,2.891431,5.602255,2.202202];11;15;1
[5.037182,3.781559,4.408513,0.871796];12;15;0
[5.341558,3.244573,5.544481,1.275572];13;15;0
[4.955478,2.351703,3.417356,0.850901];14;15;4
[5.117754,3.765796,4.511820,1.443866];15;15;0
[5.147515,3.311350,2.406885,1.026034];16;15;0
[5.828425,3.454812,3.413368,0.366191];17;15;0
[5.932042,3.817090,5.539464,1.561242];18;15;0
[5.481309,3.643595,4.726850,1.001463];19;15;0
[6.757376,2.410109,3.614289,2.202733];20;15;0
[7.200427,2.810565,2.503189,2.217487];21;15;0
[5.583479,3.565744,6.422342,1.534669];22;15;0
[6.462470,3.811771,3.738832,2.158865];23;15;0
[5.631864,3.591714,4.629367,1.958636];24;15;1
[5.861598,2.614467,5.656798,1.928241];25;15;1
[4.978074,3.848506,4.269738,1.036742];26;15;0
[6.357294,2.753779,5.139902,0.824145];27;15;0
[5.905704,2.597679,2.244940,0.781339];28;15;0
[6.307181,2.995411,2.103692,2.235241];29;15;0
[4.671416,2.302581,3.923120,1.925141];30;15;1
[7.845106,4.244010,5.038226,1.019652];31;15;0
[6.982324,2.879863,2.740304,0.660315];32;15;0
